Código;Descrição Resumida
100004522;CONJUNTO P/ ALUNO ALTURA 1,19M A 1,42M
100004521;CONJUNTO P/ PROFESSOR TAMPO MDP OU MDF
100004359;CONJUNTO MESA/CADEIRA TAMPO BI-TRAPEZIO RESINA TERMOPLASTICA ABS
100004358;CONJUNTO PRE-ESCOLAR INFANTIL RESINA TERMOPLASTICA C/ 01 MESA 04 CADEIRAS LARANJA
100004357;CADEIRA ESCOLAR C/ PRANCHETA FRONTAL RESINA TERMOPLASTICA MEDIO LARANJA
100004297;QUADRO PORTA CD / DVD
100004158;SUPORTE P/ LIVROS PLANO INCLINADO
100004157;QUADRO DISPLAY / QUADRO BASE METAL
100003849;CADEIRA UNIVERSITARIA C/ PRANCHETA TECIDO 100% POLIESTER
100003848;CONJUNTO PRE-ESCOLAR COLETIVO P/ ALUNO 01 (UMA) MESA E 04 (QUATRO) CADEIRAS
100003847;CADEIRA ESCOLAR ESCOLAR FRONTAL ADULTA AZUL
100003846;CONJUNTO MESA/CADEIRA P/ PROFESSOR RESINA TERMOPLASTICA AZUL
100003845;CONJUNTO FORMADO POR MESA E CADEIRA COR AZUL
100003844;CONJUNTO ALUNO INFANTIL TAMPO BI-TRAPEZIO RESINA TERMOPLASTICA (ALTURA 1,19 - 1,42 M) AZUL
100003843;CADEIRA ESCOLAR C/ PRANCHETA DESTRO RESINA TERMOPLASTICA AZUL
100003842;CONJUNTO ALUNO ADULTO TAMPO BI-TRAPEZIO RESINA TERMOPLASTICA (ALTURA 1,59 - 1,88 M) AZUL
100003841;CADEIRA ESCOLAR C/ PRANCHETA FRONTAL (ABS) MEDIO AZUL
100003840;CADEIRA ESCOLAR C/ PRANCHETA CANHOTO RESINA TERMOPLASTICA AZUL
100003788;CAMINHA INFANTIL EMPILHAVEL AÇO INDUSTRIAL
100003775;CONJUNTO PRE-ESCOLAR 01 MESA C/ 04 CADEIRAS FORMICA ESTRURURA METALICA 02 - 06 ANOS
100003774;MESA P/ PROFESSOR TAMPO MDP OU MDF ESTRUTURA AÇO CARBONO
100003773;MESA ESCOLAR TAMPO MDP OU MDF ESTRUTURA AÇO CARBONO
100003772;CADEIRA UNIVERSITARIA ESQUERDA POLIPROPILENO VIRGEM COR DEFINIR
100003771;CADEIRA UNIVERSITARIA DIREITA POLIPROPILENO COR DEFINIR
100003770;CADEIRA ESCOLAR PROFESSOR POLIPROPILENO COR DEFINIR
100003769;CADEIRA ESCOLAR ALUNO POLIPROPILENO COR DEFINIR
100003654;MESA PRE-ESCOLAR
100003653;CADEIRA ESCOLAR PRE-ESCOLAR
100003589;BIOMBO EXPOSITOR
100003461;LOTE MOVEIS ESCOLARES
100003307;CADEIRA ESCOLAR ALUNO / PROFESSOR
100003292;QUADRO IMANTADO
100002626;QUADRO BRANCO MOLDURA ALUMINIO 1200 X 900MM
100002312;CONJUNTO MOVEIS
100002300;MESA P/ PROFESSOR USO ESCOLAR
100002213;CADEIRA UNIVERSITARIA FIXA
100002205;CADEIRA ESCOLAR DO ALUNO
100002183;MESA ESCOLAR P/ ALUNO
100001687;QUADRO BRANCO PROFISSIONAL LAMINADO MELAMINICO MOLDURA ALUMINIO 3000 X 1200MM
100001686;QUADRO BRANCO PROFISSIONAL LAMINADO MELAMINICO MOLDURA ALUMINIO 2000 X 1200MM
100001685;QUADRO BRANCO PROFISSIONAL LAMINADO MELAMINICO MOLDURA ALUMINIO 1200 X 900MM
100001683;QUADRO BRANCO IMANTADO ALUMINIO FOSCO NATURAL 1250 X 750MM
100001619;MESA P/ PROFESSOR MADEIRA LAMINADA 1200X600X720 A 750MM CASCA OVO
100001367;CADEIRA UNIVERSITARIA FORMICA C/ PRANCHETA FIXA CASCA OVO
100001366;CADEIRA UNIVERSITARIA FIXA DIREITA C/ BRAÇOS PRANCHETA BASCULANTE TECIDO PRETO
100001249;ARMARIO ESCRITORIO ALTO 02 PORTAS MADEIRA CASCA DE OVO 900 X 500 X 1600MM
100000664;CAVALETE FLIP CHART CHAPA MADEIRA
100000288;CAVALETE PARA FLIP CHART
100000219;QUADRO ESCOLAR
100000218;QUADRO BRANCO
100000217;QUADRO AVISO
100000168;CADEIRA UNIVERSITARIA FORMICA C/ PRANCHETA FIXA VERDE CAPRI
100000167;CADEIRA ESCOLAR ESCOLAR PROFESSOR
100006613;PERSIANA PAINEL MANUAL C/ INSTALAÇAO 1,85M X 1,85M
100006612;PERSIANA PAINEL MANUAL C/ INSTALAÇAO 3,90M X 1,88M
100006611;PERSIANA PAINEL MANUAL C/ INSTALAÇAO 3,90M X 2,59M
100006610;PERSIANA PAINEL MANUAL C/ INSTALAÇAO 2,60M X 1,88M
100006609;PERSIANA PAINEL MANUAL C/ INSTALAÇAO 2,60M X 2,59M
100006608;PERSIANA PAINEL MANUAL C/ INSTALAÇAO 2,92M X 1,88
100006607;PERSIANA PAINEL MANUAL C/ INSTALAÇAO 2,92M X 2,59M
100006606;PERSIANA PAINEL MANUAL C/ INSTALAÇAO 3,97M X 1,38M
100006605;PERSIANA PAINEL MANUAL C/ INSTALAÇAO 0,99M X 1,38M
100006604;PERSIANA PAINEL MANUAL C/ INSTALAÇAO 0,82M X 1,04M
100006603;PERSIANA PAINEL MANUAL C/ INSTALAÇAO 0,61M X 1,38M
100006602;PERSIANA PAINEL MANUAL C/ INSTALAÇAO 1,16M X 1,43
100006601;PERSIANA PAINEL MANUAL C/ INSTALAÇAO 0,85M X 1,04M
100006600;PERSIANA PAINEL MANUAL C/ INSTALAÇAO 1,18M X 1,43M
100006599;PERSIANA PAINEL MANUAL C/ INSTALAÇAO 2,50M X 1,43M
100006598;PERSIANA PAINEL MANUAL C/ INSTALAÇAO 2,10M X 1,28M
100006597;PERSIANA PAINEL MANUAL C/ INSTALAÇAO 2,10M X 1,43M
100006596;PERSIANA PAINEL MANUAL C/ INSTALAÇAO 4,32M X 1,70M
100006595;PERSIANA PAINEL MANUAL C/ INSTALAÇAO 5,98M X 1,41M
100006594;PERSIANA PAINEL MANUAL C/ INSTALAÇAO 3,48M X 1,43M
100006593;PERSIANA PAINEL MANUAL C/ INSTALAÇAO 5,98M X1,43M
100006592;PERSIANA PAINEL MANUAL C/ INSTALAÇAO 0,80M X 1,06M
100006591;PERSIANA PAINEL MANUAL C/ INSTALAÇAO 0,90M X 1,43
100006590;PERSIANA PAINEL MANUAL C/ INSTALAÇAO 2,14M X 1,45M
100006413;PERSIANA VERTICAL 25% DE FIBRA DE VIDRO E 75% DE PVC
100006390;PERSIANA VERTICAL TECIDO SOLEIL TRANSLUCIDA 1,42 X 1,14M C/ INSTALAÇAO
100006317;PERSIANA PAINEL MANUAL C/ INSTALAÇAO 5,40M X 1,70M
100006316;PERSIANA PAINEL MANUAL C/ INSTALAÇAO 2,95M X 1,60M
100006315;PERSIANA PAINEL MANUAL C/ INSTALAÇAO 6,41M X 1,70M
100006314;PERSIANA PAINEL MANUAL C/ INSTALAÇAO 3,20M X 1,70M
100006313;PERSIANA PAINEL MANUAL C/ INSTALAÇAO 7,30M X 1,70M
100006247;PERSIANA PVC ACIONAMENTO LATERAL BRANCA 3,60M X 2,80M C/ INSTALAÇAO
100006246;PERSIANA PVC ACIONAMENTO LATERAL BRANCA 2,15M X 1,70 M C/ INSTALAÇAO
100006245;PERSIANA PVC ACIONAMENTO LATERAL BRANCA 3,34M X 1,70 M C/ INSTALAÇAO
100006244;PERSIANA PVC ACIONAMENTO LATERAL BRANCA 2,80M X 1,70 M C/ INSTALAÇAO
100006243;PERSIANA PVC ACIONAMENTO LATERAL BRANCA 3,65M X 1,70M C/ INSTALAÇAO
100006242;PERSIANA PVC ACIONAMENTO LATERAL BRANCA 3,55M X 1,70 M C/ INSTALAÇAO
100006004;CORTINA HOSPITALAR PVC 3,00 X 2,60
100005714;TAPETE VINIL AZUL PERSONALIZADO 1,80M X 1,10M
100005713;TAPETE VINIL AZUL PERSONALIZADO 2,05M X 4,10M
100005712;TAPETE VINIL AZUL PERSONALIZADO 2,30M X 1,35M
100005711;TAPETE VINIL AZUL PERSONALIZADO 2,00M X 1,16M
100005674;PASSADEIRA P/ PISO POLIPROPILENO 1,0 X 60,0M
100005388;PERSIANA ROLL ON TECIDO C/ PVC 2,10CMX2,35M
100005387;PERSIANA ROLL ON TECIDO C/ PVC 1,00CMX1,35M
100005386;PERSIANA ROLL ON TECIDO C/ PVC 0,80CMX2,35M
100005385;PERSIANA ROLL ON TECIDO C/ PVC 2,10CMX1,60M
100005384;PERSIANA ROLL ON TECIDO C/ PVC 0,80CMX1,60M
100005302;PERSIANA VERTICAL PVC LISO
100005298;TAPETE SINTETICO C/ LOGOMARCA PADRAO 4.65 X0.70
100005297;TAPETE SINTETICO C/ LOGOMARCA PADRAO 1.20X0.80
100005296;TAPETE SINTETICO C/ LOGOMARCA PADRAO 0.80X0.40
100005295;TAPETE SINTETICO C/ LOGOMARCA PADRAO 07.70X0.50
100005294;TAPETE SINTETICO C/ LOGOMARCA PADRAO 0.60X0.40
100005293;TAPETE SINTETICO C/ LOGOMARCA 1.00X2.00
100005109;PASSADEIRA P/ PISO POLIPROPILENO 1,0 X 50,0M
100005034;CORTINA TIRAS PVC P/ CAMARA 2,8M X 1,25M C/ MONTAGEM E INSTALAÇAO
100005032;CORTINA P/ CAMARA FRIA TRANSPARENTE TIRAS PVC 1,25M X 2,80M C/ MONTAGEM E INSTALAÇAO
100005022;CORTINA TIRAS PVC P/ ANTE-CAMARA 2,10M X 1,45M C/ MONTAGEM E INSTALAÇAO
100005002;"TAPETE VINIL PERSONALIZADO ""SALVADOR PREFEITURA PRIMEIRA CAPITAL DO BRASIL"" 2,10M X 1,20M"
100004940;"TAPETE VINIL PERSONALIZADO ""SALVADOR PREFEITURA PRIMEIRA CAPITAL DO BRASIL"" 4,20M X 2,00M"
100004939;"TAPETE VINIL PERSONALIZADO ""SALVADOR PREFEITURA PRIMEIRA CAPITAL DO BRASIL"" 2,00M X 1,20M"
100004938;"TAPETE VINIL PERSONALIZADO ""SALVADOR PREFEITURA PRIMEIRA CAPITAL DO BRASIL"" 1,20M X 3,10M"
100004742;"TAPETE VINIL PERSONALIZADO LOGOMARCA ""PREFEITURA BAIRRO"" 2,50X0,70M"
100004741;"TAPETE FIBRA SINTETICA PERSONALIZADO ""PREFEITURA BAIRRO"" 2,50X0,70M"
100004475;TAPETE VINIL ENTRELAÇADOS PERSONALIZADO 5000MM X 2500MM
100004474;TAPETE VINIL ENTRELAÇADOS PERSONALIZADO 4000MM X 2000MM
100004473;TAPETE VINIL ENTRELAÇADOS PERSONALIZADO 3000MM X 1500MM
100004472;TAPETE VINIL ENTRELAÇADOS PERSONALIZADO 2000MM X 1000MM
100004348;"TAPETE NOMAD PERSONALIZADO ""SEMGE"" 2,20 X 1,40M"
100004345;"TAPETE NOMAD PERSONALIZADO ""SEMGE"" 0,56 X 0,86 CM"
100003905;"TAPETE VINIL SINTETICO LOGOMARCA ""COGEL"" 0,70 X 0,40M"
100003904;"TAPETE VINIL SINTETICO LOGOMARCA ""COGEL"" 0,80 X 0,40M"
100003903;"TAPETE VINIL SINTETICO LOGOMARCA ""COGEL"" 1,20 X 0,85 M"
100003887;PERSIANA VERTICAL PVC LAVANDA 9,12 M²
100003886;PERSIANA VERTICAL PVC LAVANDA 8,55 M²
100003885;PERSIANA VERTICAL PVC LAVANDA 9,21 M²
100003884;PERSIANA VERTICAL PVC LAVANDA 6,85 M².
100003883;PERSIANA VERTICAL PVC LAVANDA 9,49 M².
100003882;PERSIANA VERTICAL PVC LAVANDA 5,72 M²
100003881;PERSIANA VERTICAL PVC LAVANDA 25,51M²
100003880;PERSIANA VERTICAL PVC LAVANDA 10,39 M²
100003795;TAPETE PERSONALIZADO VINIL PVC 2,00 X 1,00
100003765;"TAPETE BORRACHA PERSONALIZADO ""SUCOP"" TAM 1,60 M X 1 M"
100003764;"TAPETE BORRACHA PERSONALIZADO ""SUCOP"" TAM 1,20 M X 0,60 CM"
100003763;"TAPETE BORRACHA PERSONALIZADO ""SUCOP"" TAM 0,80CM X 0,40CM"
100003616;"TAPETE FIBRA SINTETICA LOGOMARCA ""PMS"" 0,90 X 1,80M"
100003615;"TAPETE FIBRA SINTETICA LOGOMARCA ""PMS"" 1,20 X 2,20 X 3,30M"
100003614;"TAPETE FIBRA SINTETICA LOGOMARCA ""PMS"" 1,20 X 2,05M"
100003613;"TAPETE FIBRA SINTETICA LOGOMARCA ""SAMU 192"" 1000 X 1700MM"
100003612;"TAPETE FIBRA SINTETICA LOGOMARCA ""SAMU 192"" 800 X 500MM"
100003442;PASSADEIRA P/ PISO INTERNO E EXTERNO
100003441;TAPETE DECORATIVO
100003440;CORTINA P/ JANELAS
100003439;PERSIANA P/ JANELAS
100003237;PERSIANA VERTICAL PVC 15,83M²
100003236;PERSIANA VERTICAL PVC 39M²
100003205;PERSIANA VERTICAL PVC 16,26M²
100003186;TAPETE NYLON 4200 X 3350 X 14MM
100003181;CORTINA ROLO C/ TELA SOLAR 3900 X 2650MM
100003180;CORTINA ROLO C/ TELA SOLAR C/ CONTROLE REMOTO 3900 X 2650MM
100003179;CORTINA ROLO TECIDO BLACKOUT 3300 X 2650MM
100003178;CORTINA ROLO TECIDO BLACKOUT C/ CONTROLE REMOTO 3500 X 2650MM
100003177;CORTINA ROLO C/ TELA SOLAR 4600 X 2650MM
100003176;CORTINA ROLO C/ TELA SOLAR C/ CONTROLE REMOTO 4600 X 2650MM
100003065;PERSIANA VERTICAL ALUMINIO 1250 X 2650MM BRANCA
100002869;CORTINA P/ LEITO HOSPITALAR TECIDO
100002799;PERSIANA HORIZONTAL ALUMINIO
100002396;TAPETE VINIL 2200 X 2600MM
100002395;"TAPETE VINIL PERSONALIZADO ""PMS"" 3400 X 1200MM"
100002394;"TAPETE VINIL PERSONALIZADO ""PMS"" 2100 X 1150MM"
100002393;"TAPETE VINIL PERSONALIZADO ""PMS"" 2100 X 1200MM"
100002391;PASSADEIRA P/ PISO POLIPROPILENO 1,20 X 46,30M
100002212;TAPETE PERSONALIZADO.
100002166;PASSADEIRA P/ PISO POLIPROPILENO 45,48M
100002157;PERSIANA VERTICAL POLIESTER SUPERFICIE C/ 2,10M²
100002156;PERSIANA VERTICAL SUPERFICIE C/ 80M²
100000208;PERSIANA VERTICAL PVC LISO DARK GRAY 166,45 M² C/ INSTALAÇAO
100006639;ESCADA FIBRA PROFISSIONAL 17 DEGRAUS
100006638;ESCADA EXTENSIVA ALUMINIO 15X2 150KG
100006637;ESCADA EXTENSIVA ALUMINIO 14X2 150KG
100006092;ESCADA ESCADA EXTENSIVA FIBRA VIDRO 30 DEGRAUS
100006089;ESCADA PROFISSIONAL DUPLO ACESSO 17 DEGRAUS 5,10M
100006088;ESCADA EXTENSIVA ALUMINIO 150KG 15X2 7,80M
100006087;ESCADA EXTENSIVA ALUMINIO 150KG 14X2 7,24M
100005868;BIOMBO P/ TROCADOR
100005867;TABUA P/ PASSAR ESTRUTURA AÇO 4 NIVEIS ALTURA
100005544;MAQUINA BOLHA SABAO
100005543;VARAL ROUPA CHAO
100005325;"ESCADA EXTENSIVA C/ DEGRAUS TIPO ""D"" FIBRA VAZADA 3,60 X 6,00M"
100005291;ESCADA ARTICULADA 4 X4 16 DEGRAUS
100003688;ESCADA ABRIR DOBRAVEL
100003673;VARAL ROUPA TETO
100003651;TABUA P/ PASSAR ROUPA
100003573;CABIDEIRO P/ ROUPAS
100002832;"ESCADA DUPLA ABERTURA ""A"" ALUMINIO 07 DEGRAUS"
100002798;CABIDEIRO ALUMINIO 05 GANCHOS
100002664;ESCADA EXTENSIVA ALUMINIO 2 X 8 DEGRAUS 4,50M
100001469;ESCADA ABRIR ALUMINIO 09 DEGRAUS
100001467;ESCADA ABRIR ALUMINIO 07 DEGRAUS
100001466;ESCADA ABRIR ALUMINIO 05 DEGRAUS
100000239;ESCADA ALUMINIO
100006794;CAFETEIRA ELETRICA DOMESTICA 6 A 15 XICARAS 127V
100006787;CARRINHO PIPOCA
100006666;DEIONIZADOR DE AGUA PRESSURIZADO 100LTS/H
100006665;RESFRIADOR RAPIDO P/ LHOP DESTINADO AO RESFRIAMENTO RAPIDO DE LEITE HUMANO
100006564;CARRINHO PORTATIL TERMICO
100006363;CAFETEIRA AUTOMATICA 2L 110V
100006362;CAFETEIRA AUTOMATICA 6L 110V
100006041;EMENDA PARLAMENTAR MICRO-ONDAS
100005856;MAQUINA PIPOQUEIRA
100005815;FORNO MICROONDAS
100005814;EMENDA PARLAMENTAR FORNO MICROONDAS INOX 30L
100005803;FORNO MICROONDAS 34 A 38L BRANCO 127V
100005800;FORNO ELETRICO 45L 127 VOLTS
100005778;FORNO MICROONDAS 20L BRANCO 800 W - USO CMB/SPMJ
100005651;FOGAO ELETRICO 2 CHAPAS INOX 220V
100005650;FOGAO ELETRICO 2 CHAPAS INOX 110V
100005646;CARRINHO P/ PIZZA, LANCHES, BOLOS E SALGADOS 1,40 M X 60 CM
100005645;CARRINHO P/ PIZZA, LANCHES, BOLOS E SALGADOS 1,40 M X 0,60 M X 2,10 M
100005404;DEPURADOR AR P/ FOGOES 05 A 06 BOCAS
100005369;GRILL ELETRICO 127V
100005349;FOGAO TIPO COOKTOP 04 QUEIMADORES 220V
100005143;PIPOQUEIRA ELETRICA
100005099;FORNO MICROONDAS 21 A 29L - USO DIRETORIA ATENÇAO SAUDE
100005031;PANELA PRESSAO ALUMINIO FECHAMENTO EXTERNO 7,0L
100004891;FOGAO DOMESTICO 04 QUEIMADORES BRANCO 220V
100004887;FORNO MICROONDAS 32L BRANCO 220V
100004353;CAFETEIRA ELETRICA EXPRESSO 127V
100004352;MAQUINA CAFE TIPO EXPRESSO 220V
100004350;CAFETEIRA CILINDRICA AÇO INOX 127 V
100004010;FOGAO ELETRICO 02 QUEIMADORES 220V
100003963;SANDUICHEIRA ELETRICA
100003776;SUPORTE P/ MICROONDAS
100003658;MAQUINA ALGODAO DOCE
100003592;SANDUICHEIRA ELETRICA 60HZ 127V
100003514;MAQUINA PAO
100003259;FOGAO DOMESTICO ELETRICO
100003128;PANELA PRESSAO ALUMINIO FECHAMENTO INTERNO 7,0L
100002950;DEPURADOR AR CONVENCIONAL
100002536;ESPREMEDOR LEGUMES
100002527;PANELA PRESSAO BASICA
100002523;BATEDEIRA BOLO
100002486;SUPORTE P/ MICROONDAS
100002341;PROCESSADOR ALIMENTOS BASICO
100002316;FORNO ELETRICO ELETRICO
100002214;CAFETEIRA ELETRICA DOMESTICA 30 XICARAS 127V
100001924;FORNO MICROONDAS 20L BRANCO 127V
100001790;PANELA PRESSAO INDUSTRIAL ALUMINIO 10L
100001512;FORNO MICROONDAS 32L BRANCO 127V
100001511;FORNO MICROONDAS 30 A 34L BRANCO 127V
100001507;FOGAO DOMESTICO 06 QUEIMADORES BRANCO
100001506;FOGAO DOMESTICO 04 QUEIMADORES BRANCO
100000496;BATEDEIRA DOMESTICA 04 VELOCIDADES 127V
100000323;FILTRO AGUA PAREDE
100000302;PANELA PRESSAO INDUSTRIAL ALUMINIO 20L
100000066;LIQUIDIFICADOR DOMESTICO
100000049;FOGAO DOMESTICO GAS
100000042;ESPREMEDOR FRUTAS 127V
100000017;CAFETEIRA ELETRICA
100006671;LIQUIDIFICADOR INDUSTRIAL 06L BIVOLT
100006581;EMENDA PARLAMENTAR FOGAO INDUSTRIAL C/ FORNO
100006548;PASS-THROUG AQUECIDO
100006547;PASS-THROUG FRIO
100006546;MOEDOR CARNES
100006542;LIQUIDIFICADOR INDUSTRIAL 02L ALTA ROTAÇAO 127V
100006541;FRITADEIRA INDUSTRIAL 04 CESTOS
100006540;FOGAO MESA 04 BOCAS
100006539;FOGAO INDUSTRIAL 06 BOCAS C/ CHAPA
100006536;MAQUINA EXTRAÇAO SUCO LARANJA INDUSTRIAL AÇO INOX 50L
100006533;CILINDRO ELETRICO P/ MASSAS 43,5 X 34,5 X 24MM
100006532;BALCAO REFRIGERADO DISTRIBUIÇAO AÇO INOX 5 GN'S 220V
100006224;MOEDOR CAFE AÇO INOX
100006035;EMENDA PARLAMENTAR FOGAO INDUSTRIAL S/ FORNO
100005917;MULTIPROCESSADOR ALIMENTOS INDUSTRIAL
100005828;FOGAO INDUSTRIAL
100005802;MAQUINA CAFE EXPRESSO AUTOMATICA 1,9L 127V
100005801;LIQUIDIFICADOR INSDUTRIAL 3,5L 127V
100005704;ESTANTE INDUSTRIAL AÇO INOX 04 PRATELEIRAS 2,0X1,20X0,50 M
100005703;MESA P/ COZINHA INDUSTRIAL AÇO INOX C/PRATELEIRA INFERIOR 2000X700X900MM
100005647;FRITADEIRA INDUSTRIAL P/ RESTAURANTES
100005318;FOGAO INDUSTRIAL 05 BOCAS C/ FORNO
100005283;BANHO MARIA C/ 06 CUBAS
100005158;FOGAO INDUSTRIAL 04 QUEIMADORES C/ FORNO
100005151;MAQUINA GELO AUTOMATICA
100005142;CAFETEIRA ELETRICA INDUSTRIAL 07L 127V 1300 A 1500W
100005044;COIFA TIPO LAVA LOUÇA AÇO INOX C/ CAPTOR DOS DOIS LADOS
100005043;COIFA LAVADORA TIPO ILHA CENTRAL AÇO INOX P/ FOGAO 04 BOCAS
100005042;COIFA LAVADORA TIPO ILHA CENTRAL EM AÇO INOX P/ (03 CALDEIROES) E (FRITADEIRA, CHAPA E FOGAO INDUSTRIAL 08 BOCAS)
100005041;COIFA TIPO ILHA CENTRAL AÇO INOX S/ FILTRO P/ CAFETEIRA E FERVEDOR LEITE
100005040;COIFA TIPO ILHA CENTRAL AÇO INOX S/ FILTRO P/ FORNO COMBINADO (06 GN E 11 GN)
100005013;KIT EQUIPAMENTOS COZINHA INDUSTRIAL
100005012;FOGAO INDUSTRIAL 04 BOCAS S/ FORNO
100004994;LIQUIDIFICADOR INDUSTRIAL
100004972;CHAPA GAS E ELETRICA P/ GRELHADOS AÇO INOX
100004971;CALDEIRAO INDUSTRIAL AÇO INOX GAS 100L
100004968;LIQUIDIFICADOR BASCULANTE 25L
100004965;SELADORA AUTOMATICA MESA 220V
100004963;REFRIGERADOR INDUSTRIAL VERTICAL C/ 02 PORTAS 220V
100004962;FRITADEIRA INDUSTRIAL 03 CESTOS
100004954;ESGUICHO MISTURADOR C/ AGUA FRIA E AGUA QUENTE INSTALAÇAO PAREDE
100004936;TRITURADOR INDUSTRIAL AÇO INOX INSTALADO SOB CUBA 220V
100004935;REFRIGERADOR INDUSTRIAL VERTICAL 1 PORTA 220V
100004934;REFRIGERADOR INDUSTRIAL VERTICAL C/ VISOR 220V
100004933;REFRESQUEIRA GAS R-134A
100004932;PROCESSADOR LEGUMES 0,33CV/60HZ/220V
100004931;PROCESSADOR LEGUMES INDUSTRIAL 1CV/60HZ/220V
100004930;PICADOR CARNES AÇO INOX ESCOVADO 220V
100004929;PASS-THROUG C/ COMPARTIMENTO AQUECIDO
100004928;PASS-THROUG C/ COMPARTIMENTO REFRIGERADO
100004927;MAQUINA LAVAR LOUÇAS INDUSTRIAL AÇO INOX 220V
100004926;MAQUINA GELO 50KG
100004925;MOEDOR CARNE AÇO INOX 220V
100004924;LIQUIDIFICADOR INDUSTRIAL 04L ALTA ROTAÇAO 220V
100004923;FOGAO INDUSTRIAL 08 BOCAS C/ CHAPA
100004922;FERVEDOR ELETRICO LEITE 100L
100004921;FATIADOR CARNES INOX 220V
100004920;FORNO COMBINADO ELETRICO GAS 20 GNS
100004919;FORNO COMBINADO GAS
100004918;FORNO COMBINADO ELETRICO
100004917;MAQUINA EXTRAÇAO EXTRATOR SUCO INDUSTRIAL AÇO INOX
100004916;DESCASCADOR LEGUMES INOX 127/220V
100004915;CORTADOR FRIOS INCLINADO SEMI AUTOMATICO 220V
100004914;CILINDRO ELETRICO P/ MASSAS 520X600X500MM
100004913;CALDEIRAO INDUSTRIAL AÇO INOX GAS 200 L
100004912;CAFETEIRA ELETRICA 50L 220V
100004911;BALCAO AQUECIDO DISTRIBUIÇAO AÇO INOX MODULO BANHO MARIA 5 GN'S 220V
100004910;BALCAO AQUECIDO DISTRIBUIÇAO AÇO INOX MODULO BANHO MARIA 4 GN'S 220V
100004909;BALCAO REFRIGERADO DISTRIBUIÇAO AÇO INOX 4 GN'S 220V
100004908;BALCAO REFRIGERADO SOB BANCADA HORIZONTAL 3 PORTAS AÇO INOX 220V
100004906;BATEDEIRA PLANETARIA CHAO 30L 220V
100004247;LIQUIDIFICADOR INDUSTRIAL 02L ALTA ROTAÇAO 220V
100004187;BATEDEIRA INDUSTRIAL 06 VELOCIDADES 6L
100004182;AMACIADOR CARNE AÇO INOX 220V
100004181;CHAPA P/ GRELHAR FRISADA
100004179;REFRESQUEIRA INOX 30L
100004178;BALCAO REFRIGERADO C/ CORRE-BANDEJA
100004177;BALCAO AQUECIDO C/ CORRE-BANDEJA (BANHO-MARIA)
100004176;COIFA INOX C/ FILTROS INERCIAIS (FOGAO)
100004175;FORNO FORNO CONVENCIONAL C/ 2 CAMARAS SOBREPOSTAS
100004174;FOGAO GAS 06 BOCAS
100003136;REFRIGERADOR INDUSTRIAL INDUSTRIAL
100002871;REFRIGERADOR INDUSTRIAL VERTICAL 04 PORTAS 900L 220V
100002530;CORTADOR LEGUMES BASICO
100002368;CORTADOR LEGUMES INDUSTRIAL
100002358;ABRIDOR LATA INDUSTRIAL
100002317;FORNO INDUSTRIAL GAS
100001503;FOGAO INDUSTRIAL 04 QUEIMADORES - USO HOSPITAL MUNICIPAL
100001378;CAFETEIRA ELETRICA INDUSTRIAL AÇO INOX 10L 127V
100000873;LIQUIDIFICADOR INDUSTRIAL 4L
100000067;LIQUIDIFICADOR INDUSTRIAL 04L ALTA ROTAÇAO 127V
100000050;FOGAO INDUSTRIAL 06 BOCAS C/ FORNO
100003591;BANDEJA INOX 40 X 30
100003590;BANDEJA INOX 35 X 26
100001916;APARELHO P/ CAFE 04 PEÇAS
100005966;FRAGMENTADORA PAPEL MINIMO 24 FOLHAS 127V
100005737;FRAGMENTADORA PAPEL 15 FOLHAS (75G/M2) CD/DVD/CARTAO/GRAMPOS/CLIPES PEQUENOS 26L 127V
100005267;FRAGMENTADORA PAPEL ATE 15 FOLHAS 127V
100005108;GRAMPEADOR INDUSTRIAL ATE 240 FOLHAS
100005061;COLETOR REGISTRO ELETRONICO PONTO C/ LEITOR BIOMETRICO E CARTAO POR PROXIMIDADE
100004993;RELOGIO PONTO C/ LEITOR BIOMETRICO E CODIGO BARRAS C/ SOFTWARE GERENCIAL
100004024;PLASTIFICADORA A3 C/ FUNÇAO REVERSO BIVOLT
100003558;GRAMPEADOR PNEUMATICO P/ TAPEÇARIA
100003499;RELOGIO PONTO C/ LEITOR BIOMETRICO BASICO
100003444;GUILHOTINA P/ CORTE PAPEL
100003293;RELOGIO PONTO
100002634;CALCULADORA ELETRONICA C/ FITA E VISOR 12 DIGITOS
100002609;PERFURADOR P/ ENCADERNAÇAO ELETRICA 20 FOLHAS 110V
100002608;GUILHOTINA SEMI-AUTOMATICA 450 A 500 FOLHAS
100002469;COPIADORA DIGITAL MONOCROMATICA 600 X 600DPI
100002337;PLASTIFICADORA ELETRICA
100002295;COPIADORA DIGITAL
100002285;RELOGIO PAREDE
100001529;GUILHOTINA MANUAL P/ PAPEL 20 FOLHAS
100001528;GUILHOTINA MANUAL P/ PAPEL 10 FOLHAS
100001463;ENCADERNADORA ESPIRAL CAPACIDADE 20 FOLHAS
100001386;CALCULADORA ELETRONICA C/ FITA E VISOR 14 DIGITOS
100001029;PERFURADOR PAPEL INDUSTRIAL C/ CAPACIDADE 100 FOLHAS
100000406;RELOGIO PONTO C/ LEITOR BIOMETRICO E CODIGO BARRAS
100000268;PERFURADOR PAPEL
100000262;FRAGMENTADORA PAPEL
100000259;DUPLICADOR DIGITAL
100000077;MAQUINA ESCREVER
